Title,URL,Advertiser,Location,Listing Date,Short Description
Qualified & Unqualified Gardeners - Inner Suburbs,https://www.seek.com.au/jobs/job/36528613?type=standout,Core Talent PTY LTD,Sydney,2d ago,This role will require you to work two days a week driving around numerous locations to assist and maintain landscape gardens.
Pool Attendant - Canberra,https://www.seek.com.au/jobs/job/36528599?type=standard,Spotless,ACT,2d ago,Several new opportunities for motivated Pool Attendants to join the Spotless team in Canberra.
"Salesperson, Part Time - Warringah",https://www.seek.com.au/jobs/job/36528574?type=standout,Godfreys,Sydney,2d ago,*Australia's leading vacuum retailer *Earn top dollar in retail environment *Generous base+uncapped commission * * Part Time opportunity*
Food Services Assistant,https://www.seek.com.au/jobs/job/36528499?type=standard,St. Vincent’s Hospital Melbourne (Ltd),Melbourne,2d ago,"We are currently seeking a Food Services Assistant (FSA) to join the team on a Part Time basis.
"
Financial Planning Administrator,https://www.seek.com.au/jobs/job/36528394?type=standout,PARIS GROUP,Melbourne,2d ago,"Our Financial Planning team is currently looking for an individual to support our Advisors, help manage work-flow and handle a wide variety of client"
After Hours Client Support Officer,https://www.seek.com.au/jobs/job/36528373?type=standard,My Pathway,Cairns & Far North,2d ago,My Pathway are currently seeking After Hours Client Support Officers to join the team in Cairns.
Certificate III educator - Woodland Kindergarten,https://www.seek.com.au/jobs/job/36528364?type=standout,ECMS,Melbourne,2d ago,"Seeking an enthusiastic qualified certificate III educator to join the team at Woodland Kindergarten on a part time basis, commencing term 3, 2018."
School Age Care Program Managers,https://www.seek.com.au/jobs/job/36528358?type=standard,YWCA of Canberra,ACT,2d ago,"Part time positions (Morning and Afternoon hours), above award wages, salary packaging available"
"Accounts Executive( 24 hours/week for 8 months,with immediate start)",https://www.seek.com.au/jobs/job/36528285?type=standard,Sydney,Parramatta & Western Suburbs,2d ago,Accounts Executive- 24 hours/week for 8 months(Start Immediate)
Placement Consultant - Disability Employment Services,https://www.seek.com.au/jobs/job/36528274?type=standout,MAX Solutions,Gosford & Central Coast,2d ago,Utilise your knowledge of disability to facilitate and source meaningful and sustainable employment outcomes for our job seekers.
Support Worker,https://www.seek.com.au/jobs/job/36299642?type=standout,Sunnyfield,Sydney,2d ago,Opportunity for Community Support Worker to join our Group Home working with 5 residents to live independently and reach their goals and dreams!
Bookkeeper - Contract to Perm,https://www.seek.com.au/jobs/job/36528243?type=standout,Design & Build,Melbourne,2d ago,Temporary to permanent opportunity with a custom homes Construction company in the Eastern Suburbs. Immediate start.
Accounts Payable and Receivable - Part Time - Tech Company,https://www.seek.com.au/jobs/job/36528234?type=standout,Shift8,Sydney,2d ago,"Seeking a Part Time AP/AR accounts assistant to manage all invoicing, collections and payables data entry."
"Catering Assistant - Aged Care, Belrose",https://www.seek.com.au/jobs/job/36528216?type=standard,Cater Care,Sydney,2d ago,Part Time Catering Assistant required at large Aged Care facility in Belrose. Various Days/hours. $19.53 p/h
Caseworker/Counsellor Reconnect,https://www.seek.com.au/jobs/job/36528199?type=standard,healthAbility,Melbourne,2d ago,"Join this small, friendly and dedicated team to support young people at risk of homelessness and make a real difference in their lives"
Catering Assistant,https://www.seek.com.au/jobs/job/36528181?type=standout,Clayton Utz,Melbourne,2d ago,Excellent opportunity for someone with café experience to receive the benefits of working in the corporate environment. Permanent part time position.
Team Leader Books,https://www.seek.com.au/jobs/job/36417252?type=promoted,Lifeline South Coast,"Wollongong, Illawarra & South Coast","",Management of book sorting volunteers and daily book sorting processes.
Student Engagement Officer,https://www.seek.com.au/jobs/job/36434581?type=promoted,Jesuit College of Spirituality,Melbourne,"","The Student Engagement Officer (SEO) will provide administrative, IT and AV support to students and faculty as well as course advice."
Pharmacist,https://www.seek.com.au/jobs/job/36528159?type=standard,Ramsay Pharmacy,"Wollongong, Illawarra & South Coast",2d ago,An exciting opportunity exists for a part time Saturday Pharmacist to be part of the Ramsay Pharmacy Wollongong Private Hospital team.
PT Youth Employment Specialist – High Achieving & Supportive Team in Ulladalla,https://www.seek.com.au/jobs/job/36528141?type=standard,Mission Australia,"Wollongong, Illawarra & South Coast",2d ago,Our Transition to Work Program is looking for an experienced and passionate Youth Employment Specialist in Ulladalla to make a difference. APPLY NOW.
Human Resources Manager,https://www.seek.com.au/jobs/job/36528135?type=standard,Melbourne,Northern Suburbs,2d ago,Human Resources Manager
Part Time Reservations Agent @ Gilligan's,https://www.seek.com.au/jobs/job/36528110?type=standard,Cairns & Far North,Hospitality & Tourism,2d ago,Perfect opportunity for a hospitality student or an aspiring front office extraordinaire seeking weekend work!
Food and Beverage Attendant | Part Time| Townsville,https://www.seek.com.au/jobs/job/36528109?type=standout,Compass Group,Northern QLD,2d ago,"The world’s biggest food service business has a job for you!
Work with us and rediscover there’s life outside work!"
Certificate III Educator - Bridgeroad Integrated Child and Family Centre,https://www.seek.com.au/jobs/job/36528095?type=standout,ECMS,Melbourne,2d ago,Seeking experienced and passionate Certificate III Educators to join the team at Bridgewood Integrated Child and Family Centre on a part time basis.
Aboriginal Support Worker,https://www.seek.com.au/jobs/job/36528018?type=standout,abrs,Sydney,2d ago,Aboriginal Support Worker role
Lifestyle Assistant,https://www.seek.com.au/jobs/job/36528013?type=standout,PresCare,Rockhampton & Capricorn Coast,2d ago,Want to be a part of the fastest growing employment sector in Australia? Grow your career with a leading provider of lifestyle living to seniors.
Part Time Chef - Aged Care Devonport,https://www.seek.com.au/jobs/job/36528010?type=standard,Cater Care,Devonport & North West,2d ago,"Part Time Chef to work Aged Care in Devonport. 27-30hrs/week, alternating weekends"
Office Assistant - Hostess,https://www.seek.com.au/jobs/job/36527979?type=standard,Sydney,North West & Hills District,2d ago,Office Assistant - Hostess
ED Casual Administration Officer,https://www.seek.com.au/jobs/job/36527965?type=standard,South Eastern Sydney Local Health District,Sydney,2d ago,Employment Type:  CasualPosition Classification: Admin Off Lvl 3Remuneration: 56712.89 - 58580.88Hours Per Week: 0Requisition...
ED Casual Administration Officer,https://www.seek.com.au/jobs/job/36527966?type=standard,South Eastern Sydney Local Health District,Sydney,2d ago,Employment Type:  CasualPosition Classification: Admin Off Lvl 3Remuneration: 56712.89 - 58580.88Hours Per Week: 0Requisition...
Sales Administration,https://www.seek.com.au/jobs/job/36527963?type=standout,KS Textiles Pty Ltd,Melbourne,2d ago,We are looking for an enthusiastic Sales Support Officer to learn all facets of the business and become an integral team member!
Child Care Kitchen Hand - St Kilda,https://www.seek.com.au/jobs/job/36527962?type=standout,Guardian Early Learning Group,Melbourne,2d ago,Our passionate and experience cook is looking to welcome an Assistant to support with the day to day running of the kitchen.
Gas Meter Reader,https://www.seek.com.au/jobs/job/36527959?type=standard,Downer EDI Services Pty Ltd,South West Coast VIC,2d ago,Part time opportunity - 2-3 days per week - Outdoor work - ASX listed Company!
Personal Care Attendant,https://www.seek.com.au/jobs/job/36527955?type=standout,Western Downs Regional Council,Toowoomba & Darling Downs,2d ago,You will provide community care to the elderly and disabled within the respective Community Care Service.
OSHC Coordinator,https://www.seek.com.au/jobs/job/36527952?type=standout,Affinity Education Group,Perth,2d ago,We're seeking a passionate and experienced educator to go above and beyond in the role of OSHC Coordinator in Kids Inn Childcare Ashby
"Mental Health Nurse, Adult Mental Health Service",https://www.seek.com.au/jobs/job/36527921?type=standout,Parramatta Mission,Sydney,2d ago,"This role will work collaboratively with key stakeholders including General Practitioners, Private Psychiatrists, and other appropriate services."
Registered Nurse - Mental Health Acute Unit - Wagga Wagga,https://www.seek.com.au/jobs/job/36527897?type=standard,Murrumbidgee Local Health District,Wagga Wagga & Riverina,2d ago," Employment Type: Temporary Part Time until February 2019Position Classification: Registered NurseRemuneration: $61,090.67 - $85,781.57 per..."
Retail Assistants,https://www.seek.com.au/jobs/job/36527896?type=standard,MR Trading,Melbourne,2d ago,Various retail positions available for 3 stores for Full Time and Part-time at Crown Casino.
Customer Experience Manager,https://www.seek.com.au/jobs/job/36493765?type=promoted,Moana Bikini,Gold Coast,"","A Customer Experience Manager with a comprehensive skillset, a fine eye for detail and a passion for satisfying customer needs with a smile and flair."
Marketing & Sales Coordinator - Management (FT or PT role available),https://www.seek.com.au/jobs/job/36448024?type=promoted,Beachlands Holiday Park,Bunbury & South West,"",We are seeking an energetic and positive leader who is a superstar in sales &amp; marketing to grow our already well-known and established brand.
OSHC Coordinator - Baldivis / Rockingham / Golden Bay,https://www.seek.com.au/jobs/job/36527892?type=standout,Junior Adventures Group,Perth,2d ago,"Work for Australia's Leading Before and After School Care Provider!! 

Before &amp; After School Care Coordinator - Baldivis / Rockingham / Golden Bay"
Phlebotomist - Logan Hospital,https://www.seek.com.au/jobs/job/36527861?type=standard,Health Support Queensland,Western QLD,2d ago,"What we are looking for? You will be assessed on your ability to demonstrate the following key capabilities, knowledge and experience. "
Phlebotomist - Logan Hospital,https://www.seek.com.au/jobs/job/36527862?type=standard,Health Support Queensland,Western QLD,2d ago,"What we are looking for? You will be assessed on your ability to demonstrate the following key capabilities, knowledge and experience. "
Parents Next Client Development Consultant,https://www.seek.com.au/jobs/job/36527844?type=standout,The Personnel Group,Southern Highlands & Tablelands,2d ago,"Work with Participants to facilitate the setting of individual goals relating to employment, education or other pathways by providing quality support."
Medical Receptionist,https://www.seek.com.au/jobs/job/36527839?type=standard,Central Specialist Clinic,Darwin,2d ago,A very busy Specialist Practice based in Darwin is seeking a part-time Medical Receptionist
Senior Account Executive,https://www.seek.com.au/jobs/job/36527836?type=standard,PerformHR,Sydney,2d ago,"Are you an energetic, engaging and ambitious Account Executive who wants to be appreciated in a flexible organisation?"
Senior Staff Specialist or Staff Specialist (Palliative Care),https://www.seek.com.au/jobs/job/36527831?type=standard,Metro North Hospital & Health Service,Brisbane,2d ago,Provide Specialist Palliative Medicine medical services to inpatients and outpatients. HERSTON 
Senior Staff Specialist or Staff Specialist (Palliative Care),https://www.seek.com.au/jobs/job/36527830?type=standard,Metro North Hospital & Health Service,Brisbane,2d ago,Provide Specialist Palliative Medicine medical services to inpatients and outpatients. HERSTON 
Part time Sandwich Hand in Crows Nest,https://www.seek.com.au/jobs/job/36527814?type=standard,Jora Local,Sydney,2d ago,A restaurant/cafe in Crows Nest is seeking a part time Sandwich Hand (up to 30 hours per week) to join our team.
Administration Officer College Operations,https://www.seek.com.au/jobs/job/36527796?type=standard,OLMC,Melbourne,2d ago,The Administration Officer takes directions from the Head of College Operations and involves support of the Daily Organiser.
"Catering, Cleaning and Laundry Assistants- Opal Springwood, NSW",https://www.seek.com.au/jobs/job/36527792?type=standard,Opal Specialist Aged Care,Blue Mountains & Central West,2d ago,"Join our growing hospitality team in Springwood, NSW. Help keep our homes clean and tidy. Support us in delivering nutritious meals to our residents."
Visual Merchandising Specialist / Shop Assistant,https://www.seek.com.au/jobs/job/36527772?type=standard,Bel & Brio,Sydney,2d ago,Merchandisier / Shop assistant required for a high end gourmet marketplace at Barangaroo.
Home Care Package Coordinator (Disability/Aged Care) - Registered Nurse,https://www.seek.com.au/jobs/job/36527745?type=standout,HenderCare,Melbourne,2d ago,Utilise your Nursing qualifications and case management experience to provide advice and support within aged care and disability services.
Payroll Officer,https://www.seek.com.au/jobs/job/36527737?type=standard,St Rita's College,Brisbane,2d ago,5 day per fortnight Payroll and general HR onboarding role at respected Catholic girls' school. Immediate start.
Volunteer Program Lead,https://www.seek.com.au/jobs/job/36527732?type=standard,Baptcare,Melbourne,2d ago,Exciting opportunity for an innovative thinker to contribute to our growing business.
Business Coordinator - Epping Part Time,https://www.seek.com.au/jobs/job/36527727?type=standard,The Salvation Army Employment Plus,Melbourne,2d ago,Join our successful team and contribute to your community by empowering people to find great jobs.
Radiographer,https://www.seek.com.au/jobs/job/36527704?type=standard,PRP Diagnostic Imaging Pty Ltd,Sydney,2d ago,Part time hours l Friendly and Supportive Team l Help provide high quality imaging and exceptional patient care
Employment Adviser - Disability Employment Services,https://www.seek.com.au/jobs/job/36356936?type=standout,Sureway Employment and Training,West Gippsland & Latrobe Valley,2d ago,Join the DES team delivering innovative employment and training solutions.
Commis Chef Permanent Part Time,https://www.seek.com.au/jobs/job/36527696?type=standard,Treasury Brisbane,Brisbane,2d ago,"We are looking for Chefs who have enthusiasm, creativity and a passion for cooking and working in a team."
Internal Audit Officer | Part Time | North Lakes,https://www.seek.com.au/jobs/job/36527679?type=standard,Suncare Community Services Ltd,Brisbane,2d ago,Immediate start for the newly created position of Internal Audit Officer | Part-Time (24 hours per week) | North Lakes location
Education Leader,https://www.seek.com.au/jobs/job/36354125?type=promoted,Kinma School,Sydney,"",Are you an educational leader open to a unique opportunity? Feel inspired every single day in a leading edge progressive educational environment.
Online Learning Officer,https://www.seek.com.au/jobs/job/36494806?type=promoted,Australian Centre For Grief & Bereavement,Melbourne,"",The Online Learning Officer is responsible for the delivery of a valued and customer led online learning strategy.
Receptionist (Director of First Impressions),https://www.seek.com.au/jobs/job/36527667?type=standard,Stan,Sydney,2d ago,• 4 day part time role • Sydney CBD • Exciting role in the entertainment industry
Carer - Mildred Symons House,https://www.seek.com.au/jobs/job/36527663?type=standout,Anglicare,Sydney,2d ago,"If you are passionate about caring for the elderly and have what it takes to make a genuine difference in their lives, we would like to hear from you."
Commis Chef - Treasury Brisbane,https://www.seek.com.au/jobs/job/36527606?type=standard,Treasury Brisbane,Brisbane,3d ago,We are taking applications for a Permanent Part Time Commis Chef position based at Treasury Brisbane
"Assistant in Nursing- Opal Springwood, NSW",https://www.seek.com.au/jobs/job/36527574?type=standard,Opal Specialist Aged Care,Blue Mountains & Central West,3d ago,A rewarding opportunity for Assistants in Nursing to work for Australia's largest Aged Care provider at our Springwood site!
"Registered Nurse- Opal Springwood, NSW",https://www.seek.com.au/jobs/job/36527573?type=standard,Opal Specialist Aged Care,Blue Mountains & Central West,3d ago,"An outstanding opportunity for experienced, passionate Registered Nurses to join Australia's largest Aged Care provider at our Springwood, NSW site."
Part time Barista in Melbourne,https://www.seek.com.au/jobs/job/36527556?type=standard,Jora Local,Melbourne,3d ago,A cafe in Melbourne is seeking a part time Barista (up to 30 hours per week) to join our team.
Medical Receptionist - QDI North West Hospital,https://www.seek.com.au/jobs/job/36527527?type=standard,Queensland Diagnostic Imaging,Brisbane,3d ago,"Great opportunity for a motivated Radiology Receptionist to join QDI North West Hospital on a PT basis, please apply."
Store Assistant,https://www.seek.com.au/jobs/job/36527510?type=standard,St Vincent de Paul Society NSW,Sydney,3d ago,Seeking a part-time permanent shop assistant for a leading provider of community support services
Administrative Officers – Intensive Care Unit,https://www.seek.com.au/jobs/job/36527508?type=standard,Mercy Health,Melbourne,3d ago,Opportunity for dynamic &amp; highly motivated administrative officers (ward clerks) to provide support to the new ICU at Werribee Mercy Hospital.
Caseworker,https://www.seek.com.au/jobs/job/36527505?type=standout,Mercy Community,Brisbane,3d ago,We are looking for an enthusiastic Caseworker with a passion for Early Learning and Development to join our team.
SCHOOL ADMINISTRATOR,https://www.seek.com.au/jobs/job/36527494?type=standout,The University Of Melbourne,Melbourne,3d ago,Fantastic part time opportunity playing a key role in providing administrative support to all staff at the School of Computing and Information Systems
Administration Assistant,https://www.seek.com.au/jobs/job/36527445?type=standout,Adelaide,Administration & Office Support,3d ago,"An exciting new opportunity exists with Aveo for an experienced, highly motivated and pro-active Administration Assistant!"
Student Experience Officer,https://www.seek.com.au/jobs/job/36527388?type=standard,Kaplan,Brisbane,3d ago,Kaplan Business School offers higher education programs in business and accounting to international and domestic students
Interior Designer,https://www.seek.com.au/jobs/job/36527385?type=standout,Montgomery Homes,"Newcastle, Maitland & Hunter",3d ago,This part time role is a great opportunity for an Interior Designer to work with one of the best builders in Australia.
Care Assistant - Aged Care,https://www.seek.com.au/jobs/job/36527375?type=standard,Ozcare,Cairns & Far North,3d ago,"Assist clients by providing home support (e.g. personal care, domestic duties, meal prep, transport etc) whilst promoting clients independence."
Permanant Part-Time Customer Service Attendant,https://www.seek.com.au/jobs/job/36527369?type=standout,Dooleys Lidcombe Catholic Club,Sydney,3d ago,"If you believe that you have exceptional customer service skills and a love for working in the hospitality industry, we want to hear from you."
Home Care Worker | Batemans Bay | Permanent PT & Casual,https://www.seek.com.au/jobs/job/36527365?type=standout,Australian Unity,"Wollongong, Illawarra & South Coast",3d ago,"Enjoy a rewarding role where you can work in, and help make a difference in your local community."
Cleaner All Rounder Extraordinaire - PERMANENT PART TIME POSITION,https://www.seek.com.au/jobs/job/36527356?type=standard,red rock consolidated pty ltd,Perth,3d ago,"Boutique Hotel in Fremantle is seeking a CLEANER All rounder Extraordinaire, for a PERMANENT PART TIME position."
Physiotherapist - Senior (Bundaberg),https://www.seek.com.au/jobs/job/36527328?type=standout,Wide Bay Hospital and Health Service,Bundaberg & Wide Bay Burnett,3d ago,"Improving health, together (Bundaberg)"
Physiotherapist - Senior (Bundaberg),https://www.seek.com.au/jobs/job/36527327?type=standout,Wide Bay Hospital and Health Service,Bundaberg & Wide Bay Burnett,3d ago,"Improving health, together (Bundaberg)"
Student Work Placement Coordinator/Administrator,https://www.seek.com.au/jobs/job/36517525?type=promoted,Mayfield Education,Melbourne,"",Assist with student recruitment Organise work placement in health facilities across Melbourne
Service Technician Electrical / Mechanical,https://www.seek.com.au/jobs/job/36460187?type=promoted,Venus Packaging,Melbourne,"","Working in a friendly, and busy team repairing and pre-servicing machines, ideal for candidates who have some electrical and mechanical knowledge."
Radiographer - Hornsby - Part Time,https://www.seek.com.au/jobs/job/36527322?type=standard,PRP Diagnostic Imaging Pty Ltd,Sydney,3d ago,Our Hornsby practice requires an experienced radiographer to work either a part time or full time basis.
Counter Manager - Part Time (35 hours) Myer Brookvale,https://www.seek.com.au/jobs/job/36527318?type=standard,Estee Lauder P/L,Sydney,3d ago,"Experienced, passionate &amp; dynamic Manager required to join our Clinique team in Brookvale"
Sales Consultant - Indooroopilly High End Jewellery,https://www.seek.com.au/jobs/job/36527317?type=standard,Anthonys Fine Jewellery,Brisbane,3d ago,We are looking for someone with a proven track record in jewellery sales and future advancement ambitions to fill a 25 to 30 hours per week position.
Speech Pathologist - Paediatric,https://www.seek.com.au/jobs/job/36527314?type=standard,Allied Health,Sydney,3d ago,Seeking a part-time Speech Pathologist to work 2-3 days per week handling a paediatric caseload.
Retail Assistant - ALDI Springvale South (Job No 0102),https://www.seek.com.au/jobs/job/36527287?type=standard,ALDI Stores,Melbourne,3d ago,"Whether they’re racing to fill shelves or scanning through customers, our Retail Assistants can do everything and anything."
"Coordinator, Administration, Retail and Facilities",https://www.seek.com.au/jobs/job/36527281?type=standard,Cancer Council Queensland,Sunshine Coast,3d ago,Help provide vital administration and retail assistance to the CCQ. Working with a dedicated team helping to reduce the burden of cancer
Roller Operators (CIVIL / ROAD),https://www.seek.com.au/jobs/job/36527272?type=standard,Every Trade Group Pty Ltd,Sydney,3d ago,We are seeking Ticketed Roller Operators to join our crews on various and major civil sites in some of Sydney's on going road upgrades.
"Personal Banker, Parramatta NSW",https://www.seek.com.au/jobs/job/36527268?type=standout,ANZ,Sydney,3d ago,An exciting opportunity to work in one of Australia's top 4 banks.
Data Entry and Customer Service,https://www.seek.com.au/jobs/job/36527261?type=standard,food and dairy co,Sydney,3d ago,Data Entry and Customer Service
Human Resources Assistant / Coordinator,https://www.seek.com.au/jobs/job/36527244?type=standard,Portland District Health,South West Coast VIC,3d ago,"Fixed-term position with negotiable hours, and flexible rostering for a suitable applicant. Located in Portland, overlooking the ocean."
Exercise Physiologist & Remedial Massage Positions Available,https://www.seek.com.au/jobs/job/36527180?type=standard,Chesterfield Physio & Massage,Perth,3d ago,We have availability for an Exercise Physiologist and a Remedial Massage Therapist at our growing Mirrabooka clinic.
Director of Cricket,https://www.seek.com.au/jobs/job/36527160?type=standard,Prince Alfred College,Adelaide,3d ago,Prince Alfred College is seeking to appoint a Director of Cricket to manage the coordination of the Greg Chappell Cricket Academy.
Senior Staff Specialist or Staff Specialist (Surgery),https://www.seek.com.au/jobs/job/36527132?type=standard,Metro North Hospital & Health Service,Brisbane,3d ago,Function as a member of the surgical team providing high quality health care in the area of General Surgery services. CABOOLTURE
Senior Staff Specialist or Staff Specialist (Surgery),https://www.seek.com.au/jobs/job/36527133?type=standard,Metro North Hospital & Health Service,Brisbane,3d ago,Function as a member of the surgical team providing high quality health care in the area of General Surgery services. CABOOLTURE
Information and Support Officer,https://www.seek.com.au/jobs/job/36526882?type=standard,Down Syndrome NSW,Sydney,3d ago,"Involves the co-ordination and delivery of information and support to people with Down syndrome, their parents and carers , and the broader community."
School Secretary,https://www.seek.com.au/jobs/job/36527093?type=standard,Marymount College,Gold Coast,3d ago,Experienced School Secretary to work term time at busy Secondary School
Registered Nurse l Grade 5 l Night Duty,https://www.seek.com.au/jobs/job/36527088?type=standout,Remedy Recruitment,Melbourne,3d ago,Seeking an experienced RN to join the team at this NFP 80 bed residence as a (Grade 5) ND shifts.  Hours are approx. 60 hours per fortnight
Registered Nurse (General Practice),https://www.seek.com.au/jobs/job/36527065?type=standard,HMED Consult,Gold Coast,3d ago,Our client is looking for an experienced nurse to lead in supporting the clinic in providing positive patient outcomes.
"Collection Manager, Biological Science (ABTC)",https://www.seek.com.au/jobs/job/36526984?type=standout,Department of State Development,Adelaide,3d ago,"Collection Manager is responsible for collection, preparation, identification, incorporation, loan, scientific study &amp; interpretation of specimens."
confine space labourer / CCTV pipe inspections / drain cleaning,https://www.seek.com.au/jobs/job/36526930?type=standard,pipeline infrastructure technologys,Sydney,3d ago,Confine space labourer/ CCTV inspections / drain cleaning / Pipe Relining •Sydney based •Immediate start •Leading to permanent position
Administration Officer,https://www.seek.com.au/jobs/job/36460091?type=promoted,Westpac Rescue Helicopter Tasmania,Hobart,"",We are seeking an administration superstar!
Property Manager,https://www.seek.com.au/jobs/job/36408008?type=promoted,LJ Hooker Lismore,Lismore & Far North Coast,"","LJ hooker is looking for a bright, motivated and fun person to join our growing team. We are a stand out office and provide an outstanding work place."
Registered Nurse - Winter Beds,https://www.seek.com.au/jobs/job/36526902?type=standard,South Eastern Sydney Local Health District,Sydney,3d ago,Employment Type:  VariousPosition Classification: Registered NurseRemuneration: 61090.67 - 85781.57Hours Per Week: 38Requisition...
Registered Nurse - Winter Beds,https://www.seek.com.au/jobs/job/36526901?type=standard,South Eastern Sydney Local Health District,Sydney,3d ago,Employment Type:  VariousPosition Classification: Registered NurseRemuneration: 61090.67 - 85781.57Hours Per Week: 38Requisition...
HYPOXI Consultant,https://www.seek.com.au/jobs/job/36526897?type=standout,HYPOXI GRIFFITH,Wagga Wagga & Riverina,3d ago,HYPOXI CONSULTANT
General Practitioner - MIDAS,https://www.seek.com.au/jobs/job/36526891?type=standard,Mater Group,Brisbane,3d ago,Mater Health Services currently has an exciting opportunity for a Senior Medical Officer - Mater Intellectual Disability and Autism Service.
PART TIME Accounts Administrator - Shopping Centre,https://www.seek.com.au/jobs/job/36526849?type=standout,Property Network of Australia,Brisbane,3d ago,Accounts administrator role working for a leading and well established Retail property business in Brisbane
Dietitian (Diabetes),https://www.seek.com.au/jobs/job/36526837?type=standard,Metro North Hospital & Health Service,Brisbane,3d ago,Provide nutrition and dietetic knowledge and skills for the delivery of safe clinical practice and professional advice to patients. HERSTON
Dietitian (Diabetes),https://www.seek.com.au/jobs/job/36526838?type=standard,Metro North Hospital & Health Service,Brisbane,3d ago,Provide nutrition and dietetic knowledge and skills for the delivery of safe clinical practice and professional advice to patients. HERSTON
PUBLICATIONS OFFICER,https://www.seek.com.au/jobs/job/36526825?type=standard,The University Of Melbourne,Melbourne,3d ago,The Faculty of Fine Arts and Music is wishing to appoint an experienced Publications Officer to join our team.
Food Services Manager,https://www.seek.com.au/jobs/job/36526804?type=standard,Bulimba OSHC,Brisbane,3d ago,We are seeking an enthusiastic Food Services Manager to streamline and grow the food service operations for the Bulimba SS P&amp;C Association.
Patient Services Assistant,https://www.seek.com.au/jobs/job/36526781?type=standard,Mercy Health,Melbourne,3d ago,"Permanent f/t, p/t &amp; casual positions available for PSA to join our newly built “state of the art” Acute Inpatient Unit, Mercy Mental Health."
Bookkeeper | Part-Time,https://www.seek.com.au/jobs/job/36526726?type=standard,RecruitShop,Sydney,3d ago,Join a Successful Film and Logistics Company in Sydney    Great Work-Life Balance in a Part-Time Position!
Physiotherapist Level 2 - Junee,https://www.seek.com.au/jobs/job/36526725?type=standard,Murrumbidgee Local Health District,Wagga Wagga & Riverina,3d ago," Employment Type: Temporary Part Time until September 2019Position Classification: Physiotherapist Level 2Remuneration: $76,987 - $88,627 per..."
Beauty Advisor - Part Time (25 hours) Sydney International Airport,https://www.seek.com.au/jobs/job/36526699?type=standard,Estee Lauder P/L,Sydney,3d ago,Exciting opportunity to join our team at Sydney International Airport.
Registered Nurse - Community Health,https://www.seek.com.au/jobs/job/36526655?type=standard,South Eastern Sydney Local Health District,Sydney,3d ago,Employment Type: Temporary Part TimePosition Classification: Registered NurseRemuneration: 61090.67 - 85781.57Hours Per Week: 22Requisition...
Registered Nurse - Community Health,https://www.seek.com.au/jobs/job/36526656?type=standard,South Eastern Sydney Local Health District,Sydney,3d ago,Employment Type: Temporary Part TimePosition Classification: Registered NurseRemuneration: 61090.67 - 85781.57Hours Per Week: 22Requisition...
Dermal Therapist for Skin and Laser Clinic,https://www.seek.com.au/jobs/job/36526651?type=standard,Laser Therapeutics,Melbourne,3d ago,Seeking an experienced Dermal Therapist for established Skin and Laser Clinic located in Balwyn.
Senior Publicist,https://www.seek.com.au/jobs/job/36526640?type=standout,PDPR Marketing & Creative,Sydney,3d ago,PDPR Marketing and Creative is seeking a Senior Publicist in a Part-time capacity (3-days per week) to join our thriving agency.
Pharmacist Grade 1-2 - Mercy Albury / Corowa,https://www.seek.com.au/jobs/job/36526619?type=standard,Murrumbidgee Local Health District,Albury Area,3d ago,"  Employment Type: Permanent Part Time Position Classification: Pharmacist Grade 1 / 2 Remuneration: $67,383 - $101,263 per annum pro..."
Practice Manager - General Practice,https://www.seek.com.au/jobs/job/36526616?type=standard,Toukley Medical Services,Gosford & Central Coast,3d ago,Practice Manager - General Practice
Endorsed Enrolled Nurses,https://www.seek.com.au/jobs/job/36526610?type=standard,Aged Care Services Australia Group,Launceston & North East,3d ago,Great Career Opportunities! EEN required on a Part time basis! Join a Caring and Supportive team!
Technical Support and Warehouse Administrator,https://www.seek.com.au/jobs/job/36398722?type=promoted,Codelocks Australia Pty Ltd,Sydney,"","Manage the stock and distribution of our products in the warehouse, respond to after sales calls and service locks in the warehouse and on site"
Personal Finance Operator,https://www.seek.com.au/jobs/job/36315789?type=promoted,Cash Converters (Bunbury) Pty Ltd,Bunbury & South West,"",Personal Finance Operator providing short to medium term contracts in retail style environment.
Nominated OOSH Supervisors - Day to Day Person in Charge,https://www.seek.com.au/jobs/job/36526600?type=standout,Maitland Baptist Church Child Care Inc.,"Newcastle, Maitland & Hunter",3d ago,Nominated Supervisor will oversee the management &amp; care of children &amp; staff at a designated centre by planning and programming day to day operations.
"DELIVERY DRIVER, GENERAL WAREHOUSE PERSON WANTED",https://www.seek.com.au/jobs/job/36526569?type=standout,Brisbane Market Brokers,Brisbane,3d ago,"Delivery's ,pulling orders, Suite semi retired or extra income person Will be opertuinty for extra working hours subject to what is happening"
Registered Nurses,https://www.seek.com.au/jobs/job/36526561?type=standard,Aged Care Services Australia Group,Launceston & North East,3d ago,Part time RNs required. Great $$$! Great career opportunities with a supportive and friendly team!
Patient Services Assistant,https://www.seek.com.au/jobs/job/36526542?type=standard,Mercy Health,Melbourne,3d ago,"Permanent full time, part time &amp; casual positions available for a Patient Services Assistant. Based at Mercy Mental Health Unit, Footscray."
Administration / Office Support,https://www.seek.com.au/jobs/job/36526528?type=standard,Link Property Services,Sydney,3d ago,We are seeking an office all rounder for a diverse role within our Commercial &amp; Industrial Realestate company located in Alexandria 3 days per week.
